student_id,gender,age,math_score,reading_score,writing_score,attendance_rate,study_hours_per_week,parental_education,internet_access,lunch,test_preparation_course,average_score
11067.0,female,21.0,11.0,6.0,42.0,84.02,29.8,master,no,standard,completed,19.666666666666668
2100.0,male,20.0,32.0,51.0,84.0,74.06,36.8,master,yes,,none,55.666666666666664
2365.0,female,,,65.0,,55.63,15.5,bachelor,yes,free/reduced,completed,
7000.0,male,20.0,9.0,22.0,,,30.3,bachelor,,standard,completed,25.0
6167.0,female,,55.0,,47.0,77.83,,,yes,standard,none,53.333333333333336
3555.0,female,,51.0,27.0,44.0,87.82,9.6,,no,free/reduced,completed,40.666666666666664
11479.0,male,20.0,93.0,2.0,88.0,99.35,12.6,high school,no,free/reduced,,61.0
11742.0,female,19.0,59.0,52.0,16.0,97.73,3.1,phd,no,free/reduced,none,42.333333333333336
,female,,28.0,29.0,,86.31,38.6,phd,yes,free/reduced,completed,
10127.0,male,18.0,89.0,83.0,47.0,92.74,22.2,phd,no,standard,none,73.0
4940.0,female,16.0,21.0,100.0,,75.2,13.7,bachelor,,free/reduced,none,61.0
7870.0,female,15.0,50.0,4.0,35.0,75.11,25.2,,,free/reduced,none,29.666666666666668
6115.0,male,21.0,92.0,86.0,97.0,81.83,31.4,high school,yes,standard,none,91.66666666666667
4945.0,male,15.0,15.0,62.0,53.0,78.71,31.2,phd,,standard,none,43.333333333333336
2910.0,male,20.0,71.0,79.0,79.0,90.27,24.9,phd,no,standard,none,76.33333333333333
7126.0,male,20.0,48.0,41.0,82.0,68.42,37.2,phd,,standard,completed,57.0
1999.0,,15.0,93.0,67.0,,70.94,19.8,high school,,standard,completed,
9593.0,male,19.0,6.0,3.0,56.0,84.46,11.2,high school,yes,standard,,21.666666666666668
6662.0,female,16.0,83.0,16.0,59.0,52.32,,,yes,standard,none,
11865.0,male,19.0,35.0,87.0,42.0,97.87,,,,free/reduced,none,54.666666666666664
5761.0,male,19.0,19.0,10.0,48.0,94.2,7.1,bachelor,,free/reduced,completed,25.666666666666668
9898.0,female,15.0,100.0,87.0,20.0,79.31,25.1,phd,yes,standard,none,69.0
3950.0,male,18.0,93.0,97.0,92.0,55.85,9.5,high school,,free/reduced,none,94.0
,male,19.0,34.0,2.0,50.0,73.53,0.3,master,,free/reduced,completed,
4397.0,female,19.0,82.0,57.0,4.0,92.52,24.6,high school,,free/reduced,completed,47.666666666666664
2156.0,female,17.0,35.0,14.0,86.0,89.9,,,,free/reduced,,45.0
11130.0,male,20.0,,90.0,51.0,86.79,27.0,,yes,free/reduced,none,64.33333333333333
10171.0,female,21.0,26.0,3.0,17.0,73.45,15.0,phd,yes,standard,none,15.333333333333334
6275.0,female,17.0,3.0,73.0,61.0,73.56,7.9,bachelor,no,standard,none,45.666666666666664
11551.0,male,20.0,90.0,37.0,68.0,75.37,12.2,phd,yes,free/reduced,completed,65.0
2732.0,female,,6.0,80.0,53.0,82.8,24.3,master,yes,free/reduced,completed,46.333333333333336
2687.0,male,17.0,,7.0,64.0,89.96,33.9,high school,,standard,none,52.0
6547.0,female,17.0,11.0,,,57.17,3.7,bachelor,,standard,none,
4314.0,female,20.0,88.0,52.0,65.0,,18.6,master,no,,none,68.33333333333333
3051.0,female,19.0,38.0,84.0,64.0,84.24,0.0,bachelor,,free/reduced,completed,62.0
,female,16.0,16.0,87.0,43.0,58.22,,high school,no,,completed,48.666666666666664
6798.0,male,19.0,29.0,9.0,43.0,86.26,5.1,phd,yes,standard,completed,27.0
6293.0,female,16.0,68.0,9.0,,67.54,5.0,,no,standard,completed,44.0
2722.0,male,16.0,94.0,12.0,5.0,83.84,36.9,bachelor,,free/reduced,completed,
5125.0,female,16.0,15.0,57.0,10.0,,26.8,bachelor,no,standard,none,27.333333333333332
5962.0,male,16.0,82.0,38.0,15.0,,36.6,phd,no,standard,completed,45.0
8654.0,male,20.0,75.0,24.0,5.0,,4.8,bachelor,yes,standard,none,34.666666666666664
281.0,female,21.0,52.0,21.0,84.0,96.19,6.8,,no,free/reduced,none,52.333333333333336
4072.0,male,19.0,65.0,44.0,43.0,86.65,14.8,high school,,standard,,50.666666666666664
,male,15.0,71.0,9.0,71.0,78.9,11.6,,,,completed,
8115.0,male,21.0,68.0,73.0,16.0,99.91,30.8,,,free/reduced,completed,52.333333333333336
2701.0,male,15.0,3.0,64.0,45.0,78.58,4.4,,yes,free/reduced,completed,37.333333333333336
6304.0,male,16.0,71.0,19.0,15.0,96.26,29.2,phd,,standard,none,35.0
3331.0,male,21.0,74.0,30.0,55.0,96.22,12.8,phd,,standard,none,53.0
6511.0,female,19.0,79.0,43.0,92.0,82.66,9.8,,,free/reduced,none,71.33333333333333
528.0,female,20.0,89.0,69.0,15.0,69.96,25.2,,,standard,none,57.666666666666664
6954.0,female,15.0,3.0,8.0,,53.78,24.0,high school,,free/reduced,completed,
6698.0,male,16.0,50.0,,0.0,51.99,19.7,,,standard,none,37.666666666666664
4312.0,male,21.0,18.0,48.0,64.0,65.06,28.7,bachelor,no,free/reduced,none,43.333333333333336
10898.0,female,21.0,11.0,98.0,13.0,89.87,17.6,,,,completed,40.666666666666664
8918.0,female,15.0,27.0,,24.0,90.09,7.9,bachelor,,,none,42.333333333333336
,male,18.0,17.0,35.0,,92.84,3.1,bachelor,yes,free/reduced,completed,
4915.0,,,15.0,40.0,50.0,93.67,26.9,high school,,standard,completed,35.0
1806.0,,18.0,10.0,66.0,0.0,53.89,19.4,master,,free/reduced,none,25.333333333333332
7998.0,female,18.0,68.0,56.0,99.0,75.12,22.9,,,free/reduced,none,74.33333333333333
5142.0,male,20.0,34.0,98.0,13.0,57.2,25.8,,,free/reduced,none,48.333333333333336
5150.0,male,19.0,80.0,,45.0,,34.4,,yes,free/reduced,completed,65.0
1891.0,female,18.0,1.0,93.0,93.0,82.88,,,no,free/reduced,none,62.333333333333336
107.0,female,15.0,27.0,33.0,71.0,86.28,38.8,,no,free/reduced,completed,43.666666666666664
3131.0,female,18.0,98.0,51.0,68.0,66.78,,master,,standard,none,
,female,18.0,1.0,28.0,33.0,77.85,10.2,,,free/reduced,completed,20.666666666666668
,male,18.0,0.0,75.0,24.0,57.33,8.3,master,no,standard,none,33.0
2425.0,male,16.0,28.0,20.0,89.0,72.46,8.8,high school,,free/reduced,,45.666666666666664
,male,,65.0,82.0,9.0,94.13,20.6,phd,,free/reduced,completed,52.0
6449.0,male,18.0,,51.0,9.0,76.13,29.3,master,,free/reduced,none,27.0
7960.0,male,15.0,79.0,77.0,89.0,55.5,14.0,phd,,standard,none,81.66666666666667
5741.0,male,,71.0,68.0,91.0,79.77,1.5,bachelor,no,standard,none,76.66666666666667
2983.0,male,21.0,45.0,70.0,24.0,56.14,31.1,high school,yes,free/reduced,,46.333333333333336
474.0,female,,4.0,55.0,32.0,78.97,2.3,bachelor,no,free/reduced,completed,30.333333333333332
2749.0,female,16.0,76.0,93.0,33.0,95.47,37.1,master,yes,free/reduced,none,67.33333333333333
1502.0,female,17.0,,86.0,97.0,89.39,8.8,high school,yes,standard,none,
3811.0,female,16.0,45.0,72.0,38.0,90.58,17.8,phd,no,free/reduced,none,51.666666666666664
2270.0,female,15.0,72.0,74.0,33.0,96.99,28.4,high school,no,standard,completed,59.666666666666664
9892.0,female,,,0.0,30.0,74.49,7.0,master,,free/reduced,completed,14.333333333333334
,female,21.0,19.0,21.0,75.0,93.03,10.6,,no,free/reduced,none,38.333333333333336
7351.0,female,20.0,95.0,40.0,73.0,71.26,,,yes,standard,completed,69.33333333333333
4346.0,female,15.0,4.0,82.0,88.0,97.83,34.8,bachelor,,standard,,58.0
8655.0,male,20.0,98.0,94.0,9.0,,1.3,phd,,free/reduced,completed,67.0
10500.0,female,17.0,37.0,,50.0,92.48,31.5,master,,free/reduced,completed,37.333333333333336
3621.0,female,,76.0,31.0,48.0,79.86,37.6,bachelor,no,free/reduced,completed,51.666666666666664
,male,16.0,79.0,89.0,60.0,86.25,32.7,,,free/reduced,completed,76.0
4372.0,female,20.0,82.0,94.0,97.0,62.83,10.0,phd,,free/reduced,completed,91.0
3978.0,female,17.0,80.0,95.0,56.0,92.05,31.0,phd,no,standard,completed,77.0
399.0,female,20.0,78.0,67.0,28.0,,30.6,bachelor,,standard,none,57.666666666666664
108.0,female,17.0,49.0,20.0,86.0,73.94,0.6,phd,no,free/reduced,none,51.666666666666664
1357.0,female,16.0,45.0,95.0,21.0,93.39,38.8,phd,yes,free/reduced,none,53.666666666666664
1389.0,male,18.0,51.0,63.0,16.0,67.45,,,,free/reduced,completed,43.333333333333336
8759.0,,16.0,69.0,86.0,4.0,82.69,2.3,bachelor,yes,standard,none,53.0
10442.0,female,19.0,8.0,5.0,22.0,63.93,19.0,phd,no,standard,completed,11.666666666666666
11.0,male,17.0,43.0,36.0,,56.57,,,yes,free/reduced,none,42.666666666666664
2269.0,male,17.0,100.0,89.0,84.0,93.35,16.8,,no,standard,completed,91.0
7496.0,male,21.0,12.0,,66.0,98.03,,high school,,free/reduced,none,50.0
11569.0,male,15.0,9.0,94.0,16.0,56.38,1.0,,no,,completed,
205.0,,18.0,31.0,88.0,54.0,67.08,18.4,,,standard,none,57.666666666666664
2198.0,female,17.0,86.0,,35.0,85.13,22.0,,no,,,67.0
,female,19.0,9.0,29.0,35.0,,33.3,phd,,free/reduced,completed,24.333333333333332
1687.0,female,20.0,10.0,,70.0,81.97,12.3,phd,,,completed,
10109.0,female,15.0,8.0,,38.0,71.43,16.5,phd,no,free/reduced,none,24.333333333333332
10422.0,female,18.0,8.0,5.0,21.0,68.08,32.7,,no,free/reduced,none,11.333333333333334
9167.0,male,19.0,20.0,36.0,27.0,67.96,3.1,,no,free/reduced,completed,27.666666666666668
5373.0,female,,72.0,98.0,,84.89,32.5,bachelor,,free/reduced,none,85.66666666666667
7513.0,female,18.0,,87.0,40.0,86.0,38.5,master,,free/reduced,completed,60.333333333333336
,male,19.0,21.0,23.0,37.0,74.02,19.5,,yes,standard,completed,27.0
2941.0,,17.0,63.0,76.0,42.0,81.53,23.1,master,yes,free/reduced,completed,60.333333333333336
5983.0,female,,91.0,24.0,65.0,56.1,24.7,,,,completed,60.0
2139.0,female,15.0,56.0,65.0,57.0,86.89,33.4,master,no,free/reduced,completed,59.333333333333336
,male,19.0,86.0,31.0,98.0,69.28,32.6,bachelor,no,standard,none,71.66666666666667
3319.0,male,18.0,22.0,20.0,82.0,54.71,7.1,bachelor,,standard,completed,41.333333333333336
6307.0,female,20.0,,78.0,0.0,72.02,,master,no,free/reduced,none,52.666666666666664
3889.0,male,19.0,52.0,11.0,8.0,,26.1,master,no,free/reduced,none,23.666666666666668
7046.0,female,17.0,17.0,43.0,9.0,53.08,14.9,,yes,free/reduced,completed,23.0
6403.0,male,17.0,75.0,92.0,44.0,90.21,25.7,master,,free/reduced,none,70.33333333333333
9485.0,female,18.0,36.0,22.0,35.0,67.71,23.7,high school,no,free/reduced,,31.0
11687.0,female,18.0,71.0,62.0,53.0,79.05,,master,,standard,none,62.0
3465.0,female,19.0,48.0,73.0,,87.67,13.6,high school,yes,standard,completed,58.0
11847.0,male,19.0,99.0,30.0,47.0,78.1,32.6,master,no,free/reduced,none,
22.0,male,17.0,71.0,76.0,47.0,,25.2,,,free/reduced,completed,64.66666666666667
7434.0,female,18.0,65.0,37.0,3.0,,24.2,bachelor,,standard,completed,35.0
1255.0,male,19.0,,91.0,97.0,,33.3,phd,,standard,completed,77.0
8174.0,male,18.0,91.0,66.0,,72.65,,high school,yes,,none,80.0
6481.0,male,20.0,34.0,94.0,3.0,81.93,26.5,,no,free/reduced,none,43.666666666666664
,female,18.0,57.0,51.0,61.0,79.77,,,,standard,completed,56.333333333333336
439.0,male,16.0,67.0,24.0,,59.74,,master,yes,,none,47.333333333333336
8327.0,female,19.0,22.0,3.0,83.0,82.41,4.3,phd,no,standard,completed,36.0
7637.0,male,16.0,2.0,66.0,22.0,64.48,9.8,master,no,free/reduced,completed,30.0
651.0,male,19.0,,31.0,45.0,86.26,12.2,master,,,completed,51.0
,female,17.0,37.0,,60.0,52.58,7.3,master,no,free/reduced,none,38.0
11888.0,male,17.0,26.0,73.0,62.0,50.03,11.1,,,free/reduced,none,53.666666666666664
4145.0,female,20.0,94.0,,90.0,50.4,9.3,,,free/reduced,none,80.0
6121.0,male,15.0,97.0,12.0,34.0,70.71,18.6,master,no,standard,completed,47.666666666666664
3234.0,female,21.0,93.0,17.0,,61.31,2.1,bachelor,no,standard,completed,
6729.0,female,21.0,94.0,86.0,80.0,77.19,24.4,phd,yes,standard,completed,86.66666666666667
10962.0,male,,82.0,,65.0,,24.9,,,standard,none,68.0
1967.0,,17.0,60.0,4.0,27.0,95.59,8.5,master,,free/reduced,completed,30.333333333333332
2366.0,male,19.0,50.0,70.0,72.0,,24.0,master,,standard,none,
4849.0,female,,90.0,53.0,86.0,97.43,16.9,,no,free/reduced,none,76.33333333333333
7064.0,,16.0,96.0,27.0,19.0,88.39,,phd,yes,free/reduced,none,
3988.0,male,15.0,61.0,50.0,11.0,92.39,3.7,,yes,standard,,40.666666666666664
4156.0,female,16.0,93.0,14.0,33.0,,,,no,free/reduced,completed,46.666666666666664
8424.0,male,20.0,0.0,44.0,0.0,51.15,3.5,bachelor,,free/reduced,none,14.666666666666666
1689.0,male,15.0,12.0,27.0,96.0,68.96,31.6,phd,,,none,45.0
316.0,female,21.0,49.0,,17.0,50.58,6.5,high school,no,free/reduced,completed,51.333333333333336
,male,15.0,39.0,46.0,33.0,93.21,15.9,high school,,free/reduced,completed,39.333333333333336
5758.0,female,18.0,17.0,2.0,36.0,90.22,3.6,master,no,free/reduced,none,
3540.0,male,18.0,28.0,67.0,77.0,,27.8,,no,free/reduced,,57.333333333333336
,,16.0,,56.0,60.0,82.47,,phd,yes,free/reduced,none,39.666666666666664
5521.0,male,15.0,59.0,77.0,,56.52,,phd,,free/reduced,none,59.0
6308.0,female,20.0,98.0,16.0,50.0,91.13,10.9,master,yes,free/reduced,none,54.666666666666664
6801.0,female,,73.0,38.0,95.0,,18.4,master,yes,standard,none,68.66666666666667
105.0,female,19.0,63.0,49.0,17.0,66.15,32.7,master,yes,standard,none,43.0
9171.0,female,,3.0,42.0,18.0,79.53,30.6,high school,,standard,completed,21.0
10411.0,female,18.0,42.0,53.0,49.0,72.3,32.1,phd,no,,none,48.0
46.0,female,16.0,,22.0,6.0,53.95,,master,no,free/reduced,none,35.333333333333336
9496.0,,20.0,95.0,17.0,95.0,84.13,27.6,,,standard,completed,69.0
9381.0,,16.0,55.0,67.0,29.0,69.78,17.1,high school,,standard,completed,50.333333333333336
7250.0,male,20.0,17.0,54.0,20.0,91.39,20.3,,,free/reduced,none,30.333333333333332
386.0,female,21.0,72.0,70.0,3.0,57.99,0.2,,yes,free/reduced,none,48.333333333333336
6709.0,male,15.0,98.0,,89.0,54.95,35.1,phd,no,standard,none,74.33333333333333
480.0,female,19.0,43.0,66.0,40.0,80.46,24.6,high school,no,free/reduced,completed,49.666666666666664
,male,18.0,25.0,80.0,39.0,59.57,36.8,,,free/reduced,completed,48.0
8892.0,female,21.0,2.0,100.0,50.0,70.0,27.1,master,no,standard,none,50.666666666666664
3626.0,female,21.0,37.0,81.0,14.0,,10.9,high school,,free/reduced,none,44.0
,female,,9.0,18.0,7.0,71.63,16.1,,no,free/reduced,completed,11.333333333333334
3012.0,female,17.0,62.0,91.0,32.0,,5.5,phd,,free/reduced,none,61.666666666666664
,female,15.0,22.0,39.0,92.0,87.75,9.6,,,,none,51.0
,male,19.0,19.0,66.0,38.0,77.97,25.7,,,free/reduced,none,41.0
813.0,male,17.0,33.0,,53.0,65.43,6.5,master,yes,standard,completed,42.0
218.0,male,,7.0,34.0,48.0,51.7,3.0,master,,standard,none,29.666666666666668
4739.0,male,20.0,82.0,18.0,20.0,74.57,12.5,high school,yes,standard,completed,40.0
7148.0,female,16.0,27.0,27.0,14.0,91.28,6.7,bachelor,no,free/reduced,none,22.666666666666668
6923.0,male,16.0,29.0,91.0,51.0,92.1,4.4,phd,,free/reduced,none,57.0
6574.0,male,21.0,85.0,33.0,24.0,61.88,28.5,master,yes,standard,completed,47.333333333333336
7132.0,male,15.0,59.0,100.0,33.0,,9.2,phd,yes,free/reduced,none,
764.0,,19.0,17.0,9.0,52.0,87.97,36.4,master,no,,none,26.0
4541.0,female,17.0,44.0,69.0,94.0,71.33,23.0,bachelor,,free/reduced,completed,69.0
3084.0,male,,93.0,28.0,13.0,,12.1,phd,,free/reduced,none,44.666666666666664
7518.0,female,15.0,,92.0,97.0,91.08,6.2,,no,,completed,83.0
3447.0,male,19.0,70.0,94.0,40.0,61.0,0.5,high school,no,free/reduced,none,68.0
8049.0,male,18.0,60.0,28.0,35.0,90.05,25.4,,no,free/reduced,completed,41.0
2388.0,female,17.0,85.0,38.0,,61.14,26.2,,,free/reduced,none,55.666666666666664
8830.0,,,22.0,,99.0,93.25,1.7,high school,no,standard,none,68.0
,male,16.0,61.0,4.0,23.0,,37.1,high school,yes,standard,completed,
11110.0,,15.0,16.0,8.0,5.0,88.56,3.4,bachelor,,free/reduced,completed,9.666666666666666
10550.0,female,15.0,61.0,41.0,15.0,81.56,27.2,high school,no,free/reduced,completed,
4025.0,,16.0,41.0,,38.0,63.05,22.1,phd,yes,free/reduced,completed,35.0
6897.0,male,15.0,,25.0,6.0,80.21,31.8,bachelor,,free/reduced,none,43.0
1758.0,,,88.0,37.0,42.0,80.18,6.0,phd,no,,none,55.666666666666664
11820.0,female,,6.0,51.0,28.0,90.57,14.4,phd,yes,free/reduced,none,28.333333333333332
6744.0,male,19.0,35.0,52.0,64.0,71.18,29.0,,yes,free/reduced,none,50.333333333333336
5828.0,female,17.0,4.0,63.0,95.0,90.62,26.8,phd,yes,free/reduced,none,54.0
9487.0,,19.0,50.0,63.0,58.0,97.48,34.6,,,free/reduced,none,57.0
1169.0,male,15.0,91.0,12.0,49.0,54.73,20.5,,yes,standard,completed,50.666666666666664
4282.0,female,15.0,,10.0,0.0,65.6,30.9,,,free/reduced,,30.666666666666668
6841.0,female,17.0,87.0,37.0,2.0,77.37,25.4,master,no,standard,none,42.0
6144.0,female,18.0,46.0,86.0,61.0,93.44,,high school,,free/reduced,completed,
2140.0,female,21.0,82.0,23.0,85.0,51.25,10.1,,yes,standard,completed,63.333333333333336
3728.0,female,20.0,15.0,88.0,39.0,82.97,21.7,master,no,standard,completed,
9373.0,,,75.0,100.0,75.0,70.85,17.6,master,,free/reduced,completed,83.33333333333333
1183.0,female,20.0,25.0,13.0,49.0,79.25,15.4,,yes,standard,completed,29.0
7165.0,male,,8.0,38.0,68.0,98.27,31.3,,,free/reduced,none,38.0
8099.0,female,18.0,8.0,67.0,0.0,54.54,9.5,,yes,,completed,25.0
3505.0,male,16.0,84.0,23.0,10.0,97.82,18.9,high school,no,standard,,39.0
2702.0,,16.0,10.0,96.0,76.0,59.69,5.0,,yes,free/reduced,completed,60.666666666666664
2522.0,female,15.0,49.0,,38.0,92.28,,master,,standard,none,49.0
5008.0,male,20.0,4.0,35.0,19.0,70.6,9.5,bachelor,no,free/reduced,,19.333333333333332
457.0,female,15.0,57.0,53.0,82.0,87.85,34.0,,yes,free/reduced,,64.0
4478.0,female,15.0,17.0,43.0,35.0,59.36,,master,no,free/reduced,completed,31.666666666666668
3507.0,female,19.0,87.0,49.0,82.0,52.53,30.9,master,no,,completed,72.66666666666667
1927.0,male,20.0,11.0,48.0,43.0,76.47,30.7,phd,yes,standard,,34.0
2095.0,male,18.0,42.0,18.0,14.0,80.77,23.6,master,,standard,none,24.666666666666668
2993.0,female,,36.0,17.0,70.0,,29.5,high school,yes,free/reduced,none,41.0
9876.0,,17.0,38.0,,78.0,90.22,34.4,,yes,standard,none,50.0
8827.0,male,21.0,74.0,9.0,100.0,,,bachelor,,free/reduced,completed,61.0
68.0,male,18.0,75.0,15.0,46.0,86.63,1.1,,,standard,none,45.333333333333336
11967.0,male,18.0,35.0,22.0,13.0,64.69,21.0,bachelor,no,free/reduced,completed,23.333333333333332
,male,20.0,46.0,30.0,41.0,51.09,18.2,high school,no,standard,none,39.0
3113.0,female,18.0,21.0,,43.0,,24.7,bachelor,,standard,none,52.666666666666664
,male,,51.0,31.0,18.0,69.58,30.2,bachelor,yes,,completed,33.333333333333336
8747.0,male,,0.0,79.0,,70.33,23.5,,yes,standard,none,53.333333333333336
,male,17.0,96.0,16.0,12.0,,25.5,bachelor,,standard,none,41.333333333333336
11218.0,female,,44.0,4.0,43.0,,28.5,master,yes,free/reduced,none,30.333333333333332
3365.0,female,21.0,66.0,87.0,42.0,75.01,25.2,,,free/reduced,completed,65.0
9900.0,female,16.0,,83.0,44.0,,33.7,master,yes,free/reduced,completed,63.666666666666664
7294.0,female,16.0,14.0,52.0,2.0,87.52,10.8,,,,completed,22.666666666666668
2739.0,female,15.0,11.0,,70.0,53.8,23.6,bachelor,no,free/reduced,completed,34.666666666666664
4157.0,female,17.0,9.0,74.0,79.0,74.42,29.3,phd,no,standard,completed,54.0
2578.0,,17.0,10.0,42.0,72.0,97.2,13.1,master,,standard,,41.333333333333336
7828.0,female,18.0,97.0,30.0,30.0,70.2,29.1,,,free/reduced,none,52.333333333333336
5256.0,,15.0,2.0,19.0,8.0,79.49,9.2,,no,standard,none,9.666666666666666
2615.0,female,18.0,74.0,26.0,0.0,68.73,23.9,bachelor,no,standard,none,33.333333333333336
7824.0,female,16.0,24.0,18.0,43.0,51.72,35.2,high school,yes,free/reduced,completed,28.333333333333332
8547.0,female,19.0,94.0,12.0,35.0,97.05,19.2,high school,yes,free/reduced,completed,47.0
9979.0,female,,36.0,59.0,33.0,83.3,24.6,,,standard,,
7384.0,female,21.0,33.0,95.0,4.0,,4.7,bachelor,yes,free/reduced,none,44.0
,male,17.0,97.0,27.0,30.0,,13.5,bachelor,no,free/reduced,,51.333333333333336
,female,18.0,27.0,63.0,29.0,72.88,37.5,master,,,none,39.666666666666664
5825.0,male,17.0,41.0,47.0,7.0,99.35,22.4,phd,,free/reduced,none,31.666666666666668
6582.0,female,17.0,7.0,,78.0,80.32,25.2,,,,,
8803.0,female,15.0,16.0,23.0,,94.4,25.7,master,yes,free/reduced,completed,17.0
4005.0,female,16.0,14.0,,88.0,64.79,31.8,bachelor,no,standard,none,59.0
482.0,female,,,77.0,81.0,63.17,0.0,master,,free/reduced,none,65.0
6725.0,female,20.0,60.0,32.0,52.0,,18.7,bachelor,no,free/reduced,none,48.0
,female,21.0,81.0,75.0,17.0,60.97,26.7,,,free/reduced,,57.666666666666664
7027.0,male,15.0,34.0,67.0,52.0,73.99,32.0,bachelor,,free/reduced,,51.0
4191.0,female,17.0,52.0,14.0,37.0,73.27,24.6,phd,,standard,,34.333333333333336
1430.0,male,17.0,26.0,56.0,88.0,84.1,3.6,bachelor,yes,standard,completed,56.666666666666664
2608.0,male,19.0,6.0,71.0,,50.03,4.7,high school,,standard,completed,49.333333333333336
4470.0,male,18.0,33.0,,,,3.3,,no,free/reduced,none,
9201.0,,17.0,74.0,8.0,25.0,62.14,25.9,,,standard,none,35.666666666666664
10296.0,female,17.0,,91.0,58.0,88.7,8.5,,,free/reduced,completed,62.0
6515.0,male,,77.0,,56.0,88.14,15.8,,,,completed,
10032.0,female,18.0,38.0,54.0,83.0,,38.7,phd,yes,standard,completed,58.333333333333336
4395.0,female,19.0,81.0,92.0,83.0,74.22,31.2,high school,,standard,none,85.33333333333333
,male,16.0,62.0,15.0,5.0,,0.5,master,yes,free/reduced,completed,27.333333333333332
2668.0,,,88.0,,21.0,70.77,,high school,no,free/reduced,none,50.0
5935.0,male,15.0,56.0,55.0,8.0,75.77,39.4,bachelor,,free/reduced,completed,39.666666666666664
,male,17.0,30.0,12.0,88.0,55.38,1.5,master,yes,free/reduced,,43.333333333333336
5354.0,male,18.0,27.0,32.0,16.0,75.28,37.4,bachelor,,,none,25.0
7382.0,male,16.0,81.0,62.0,39.0,85.23,27.5,master,no,standard,completed,60.666666666666664
,female,18.0,,55.0,25.0,57.34,18.2,bachelor,no,standard,completed,49.333333333333336
6156.0,male,19.0,22.0,90.0,12.0,53.36,22.8,bachelor,,standard,none,41.333333333333336
2620.0,male,19.0,76.0,78.0,13.0,70.47,20.2,bachelor,yes,standard,none,55.666666666666664
11038.0,male,19.0,,,55.0,77.58,8.4,high school,,standard,completed,41.0
10474.0,female,15.0,7.0,24.0,45.0,81.21,7.5,high school,yes,free/reduced,none,25.333333333333332
1707.0,male,,92.0,,88.0,74.02,10.6,high school,yes,standard,completed,88.33333333333333
7231.0,male,21.0,38.0,96.0,,,,,,standard,none,56.0
8427.0,female,21.0,11.0,49.0,62.0,83.3,1.8,phd,,free/reduced,none,40.666666666666664
4611.0,male,19.0,47.0,73.0,8.0,64.27,25.2,,no,,,42.666666666666664
3650.0,male,18.0,65.0,28.0,68.0,56.25,6.7,,yes,standard,none,53.666666666666664
2085.0,male,17.0,38.0,93.0,84.0,77.62,32.8,high school,yes,standard,completed,71.66666666666667
3214.0,female,17.0,14.0,28.0,56.0,87.27,,master,,,none,32.666666666666664
11140.0,female,15.0,,,63.0,75.3,14.3,,,standard,none,49.0
11415.0,,19.0,,54.0,,87.82,6.1,master,yes,free/reduced,completed,81.0
5335.0,male,17.0,25.0,71.0,63.0,79.76,13.6,bachelor,,standard,none,53.0
2870.0,male,15.0,95.0,98.0,63.0,,18.0,phd,yes,free/reduced,none,
3364.0,female,18.0,31.0,,25.0,,37.2,,yes,standard,none,40.0
4716.0,,15.0,62.0,23.0,22.0,79.03,23.7,master,,standard,none,35.666666666666664
6437.0,,15.0,35.0,87.0,73.0,52.95,21.2,master,yes,standard,,65.0
980.0,female,20.0,75.0,70.0,90.0,61.89,39.5,phd,yes,standard,,78.33333333333333
9169.0,,17.0,82.0,20.0,84.0,77.58,33.1,bachelor,,free/reduced,,62.0
,female,19.0,26.0,51.0,82.0,90.29,36.9,,no,free/reduced,none,53.0
10501.0,female,,,69.0,97.0,81.44,14.9,high school,no,standard,completed,63.0
8640.0,female,18.0,43.0,26.0,34.0,,31.6,high school,,free/reduced,,34.333333333333336
4447.0,female,18.0,65.0,54.0,83.0,,26.2,phd,,free/reduced,,67.33333333333333
8181.0,male,19.0,,45.0,68.0,99.68,8.6,high school,,standard,none,42.0
11579.0,female,19.0,46.0,65.0,,98.12,30.6,,no,free/reduced,completed,46.666666666666664
10849.0,female,17.0,52.0,16.0,48.0,95.39,32.4,bachelor,no,standard,completed,
1311.0,male,,51.0,98.0,3.0,59.36,19.9,high school,no,,completed,50.666666666666664
2154.0,male,20.0,82.0,30.0,97.0,95.7,20.8,high school,,free/reduced,none,69.66666666666667
5884.0,female,19.0,69.0,85.0,12.0,82.05,25.2,,yes,free/reduced,,55.333333333333336
4035.0,male,19.0,,5.0,81.0,69.46,33.5,,,standard,none,48.0
8738.0,male,21.0,93.0,91.0,,53.95,,bachelor,yes,free/reduced,none,75.0
179.0,male,15.0,24.0,13.0,,77.95,23.6,phd,,standard,none,39.0
3977.0,male,20.0,,49.0,21.0,62.86,15.0,bachelor,,,none,34.0
4017.0,female,19.0,7.0,98.0,,60.0,2.7,,,standard,completed,57.666666666666664
3147.0,female,20.0,39.0,53.0,48.0,89.81,1.4,master,no,standard,completed,
7451.0,female,16.0,23.0,15.0,15.0,50.19,5.3,phd,yes,standard,completed,17.666666666666668
7177.0,female,16.0,82.0,12.0,53.0,83.73,18.5,phd,,free/reduced,,49.0
8034.0,female,20.0,33.0,78.0,55.0,67.14,,master,,free/reduced,none,55.333333333333336
,male,16.0,100.0,16.0,56.0,80.45,2.9,,no,standard,completed,57.333333333333336
717.0,male,18.0,,70.0,22.0,61.42,38.8,master,yes,standard,completed,54.333333333333336
